complaint_id,txn_id,txn_id_missing,user_id,merchant_id,transaction_timestamp,reported_timestamp,bank_response_timestamp,reporting_delay_days,bank_response_delay_days,impossible_reporting_delay,disputed_amount,disputed_amount_missing,reason_code_bucket,reason_code,complaint_text,resolution_status,severity,channel
CBK0001611,TXN00009947,False,USR19432,MCH1827,2026-03-29 00:00:00,2026-04-01 00:00:00,2026-04-05 00:00:00,3.0,4.0,False,917.78,False,Amount Mismatch,amount mismatch,Customer says amount was debited twice.,In Progress,High,IVR
CBK0001346,TXN00008727,False,USR34157,MCH2836,2026-03-23 22:20:50,2026-03-23 23:20:50,2026-04-14 23:20:00,0.041666666666666664,21.999421296296298,False,3225.2,False,Duplicate Debit,double debit,User says UPI PIN was not entered by them.,Closed,Low,Email
CBK0001908,TXN00018114,False,USR46902,MCH6850,2026-01-15 00:00:00,2026-01-17 00:00:00,2026-02-09 19:51:00,2.0,23.827083333333334,False,2570.74,False,Item/Service Not Delivered,no service,User claims account was compromised before transaction.,Pending Bank,Medium,App
CBK0002575,TXN00009510,False,USR82410,MCH1905,2026-02-09 00:00:00,2026-02-10 02:13:08,2026-02-10 02:13:00,1.0924537037037036,-9.259259259259259e-05,False,4843.85,False,Account Takeover / Unauthorized,account hacked,Payment made to unknown merchant as per customer statement. call dropped,Open,Low,Email
CBK0001665,TXN00007306,False,USR21049,MCH7578,2026-01-13 20:22:00,2026-01-16 00:00:00,,2.151388888888889,,False,1333.0,False,Item/Service Not Delivered,not delivered,Customer says amount was debited twice.,Pending Bank,Low,Chatbot
CBK0001160,TXN00003861,False,USR23561,MCH9505,2026-02-23 00:00:00,2026-03-01 14:14:20,2026-03-16 14:14:20,6.593287037037037,15.0,False,2199.33,False,Other/Unclassified,Fraud Suspected,User claims account was compromised before transaction.,Closed,High,App
CBK0001339,TXN00012423,False,USR81981,MCH3013,2026-01-29 00:00:00,2026-01-30 00:00:00,2026-02-06 00:00:00,1.0,7.0,False,591.32,False,Other/Unclassified,incorrect amount,Customer says transaction was not authorized.,Rejected,High,App
CBK0000158,TXN00015663,False,USR86472,MCH4826,2026-03-10 00:00:00,2026-03-13 00:00:00,2026-04-07 14:02:00,3.0,25.584722222222222,False,5021.55,False,Amount Mismatch,extra amount deducted,user reports money deducted but merchant denies receiving payment.,In Progress,Medium,Branch
CBK0002783,TXN00003505,False,USR92295,MCH3100,2026-01-31 00:00:00,2026-02-01 00:00:00,2026-02-13 00:00:00,1.0,12.0,False,1516.67,False,Amount Mismatch,amount mismatch,Customer complaint text unclear due to poor call center notes.,In Progress,Low,IVR
CBK0001854,TXN00017037,False,USR75046,MCH2266,2026-02-15 20:40:31,2026-02-23 01:40:31,2026-03-01 00:00:00,7.208333333333333,5.9301967592592595,False,1937.0,False,Other/Unclassified,unauth txn,customer says transaction was not authorized.,Resolved,Medium,Chatbot
CBK0001341,TXN00001434,False,USR33704,MCH5584,2026-02-10 00:00:00,2026-02-26 00:00:00,2026-03-15 02:39:50,16.0,17.11099537037037,False,3251.08,False,Amount Mismatch,Wrong Amount,Customer says transaction was not authorized. call dropped,Closed,High,IVR
CBK0002029,TXN00005443,False,USR24926,MCH5528,2026-01-06 02:23:00,2026-01-08 00:00:00,2026-01-08 00:00:00,1.9006944444444445,0.0,False,3291.51,False,Account Takeover / Unauthorized,not done by me,User claims account was compromised before transaction.,Pending Bank,Medium,Email
CBK0002494,TXN00001169,False,USR83883,MCH9848,2026-01-23 11:36:50,2026-02-03 08:36:50,2026-03-05 08:36:50,10.875,30.0,False,6071.0,False,General Complaint / Dispute,complaint,User reports money deducted but merchant denies receiving payment.,Rejected,Medium,Chatbot
CBK0001741,TXN00003351,False,USR12829,MCH8665,2026-02-16 00:00:00,2026-02-16 00:00:00,,0.0,,False,1160.82,False,Duplicate Debit,double debit,Complaint received after multiple failed attempts.,Pending Bank,High,Branch
CBK0001932,TXN00012671,False,USR93969,MCH5980,2026-01-10 00:00:00,2026-01-13 00:00:00,2026-01-19 06:39:33,3.0,6.277465277777778,False,739.17,False,Account Takeover / Unauthorized,Account Takeover,Customer says amount was debited twice.,Closed,Medium,Branch
CBK0000735,TXN00011503,False,USR69437,MCH4181,2026-03-09 00:00:00,2026-03-12 00:00:00,2026-03-20 00:00:00,3.0,8.0,False,2059.59,False,Item/Service Not Delivered,Merchant Not Delivered,user claims account was compromised before transaction.,Resolved,Low,Call Center
CBK0002504,TXN00010218,False,USR72223,MCH9305,2026-02-12 00:00:00,2026-02-14 00:00:00,2026-02-25 20:16:09,2.0,11.844548611111112,False,1320.18,False,Account Takeover / Unauthorized,account hacked,Customer says transaction was not authorized.,Rejected,Medium,Call Center
CBK0002422,TXN00019169,False,USR46308,MCH9028,2026-03-26 00:00:00,2026-03-29 00:00:00,,3.0,,False,8504.48,False,Account Takeover / Unauthorized,Unauthorized Transaction,user claims account was compromised before transaction.,In Progress,High,Call Center
CBK0002582,TXN00016961,False,USR66391,MCH2476,2026-03-15 00:00:00,2026-03-16 00:00:00,2026-03-30 16:16:00,1.0,14.677777777777777,False,508.34,False,Other/Unclassified,fraud,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Pending Bank,Critical,App
CBK0000482,TXN00014460,False,USR25683,MCH5655,2026-02-07 00:00:00,2026-02-07 21:08:40,2026-02-14 21:08:00,0.8810185185185185,6.999537037037037,False,651.01,False,Other/Unclassified,Service Not Provided,Payment made to unknown merchant as per customer statement. details missing,Resolved,High,IVR
CBK0000682,TXN00002422,False,USR74392,MCH7833,2026-03-25 00:00:00,2026-03-29 02:21:00,2026-04-07 00:00:00,4.097916666666666,8.902083333333334,False,412.17,False,Duplicate Debit,DUP_DEBIT,Customer complaint text unclear due to poor call center notes.,Rejected,Medium,Branch
CBK0002219,TXN00005580,False,USR84190,MCH8763,2026-01-14 11:35:35,2026-01-25 00:00:00,2026-02-21 00:00:00,10.516956018518519,27.0,False,3654.65,False,Duplicate Debit,Duplicate Debit,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,Resolved,Medium,Branch
CBK0002094,TXN00005575,False,USR62840,MCH8723,2026-01-03 14:47:00,2026-01-05 00:00:00,2026-02-04 00:00:00,1.3840277777777779,30.0,False,1946.37,False,Account Takeover / Unauthorized,not done by me,User reports money deducted but merchant denies receiving payment.,Pending Bank,Medium,IVR
CBK0001970,TXN00018732,False,USR27533,MCH1428,2026-02-07 00:00:00,2026-02-11 00:00:00,2026-02-23 04:55:14,4.0,12.205023148148149,False,2042.84,False,Other/Unclassified,service failed,user says upi pin was not entered by them.,Open,High,Branch
CBK0002383,TXN00000491,False,USR82159,MCH4802,2026-02-01 05:37:43,2026-02-01 00:00:00,2026-02-13 00:00:00,-0.23452546296296295,12.0,True,929.69,False,Item/Service Not Delivered,item not received,Customer says amount was debited twice.,In Progress,Medium,Branch
CBK0000808,TXN00006505,False,USR69795,MCH2065,2026-01-22 00:00:00,2026-01-25 00:00:00,2026-02-10 01:06:27,3.0,16.046145833333334,False,2740.0,False,General Complaint / Dispute,complaint,User claims account was compromised before transaction.,Resolved,Medium,Chatbot
CBK0001773,TXN00016920,False,USR32081,MCH6850,2026-01-20 00:00:00,2026-01-20 00:00:00,,0.0,,False,2798.0,False,Other/Unclassified,Service Not Provided,User says UPI PIN was not entered by them. NA,Closed,Medium,Chatbot
CBK0000330,TXN00002603,False,USR33908,MCH3923,2026-02-19 00:11:00,2026-02-20 00:00:00,2026-03-21 16:11:00,0.9923611111111111,29.674305555555556,False,2150.04,False,Other/Unclassified,fraud,Suspicious high-value payment disputed by customer.,Open,Medium,Chatbot
CBK0000065,TXN00007639,False,USR34880,MCH1812,2026-03-25 00:00:00,2026-03-26 08:18:55,,1.3464699074074074,,False,544.0,False,Other/Unclassified,incorrect amount,User reports money deducted but merchant denies receiving payment.,Closed,Low,IVR
CBK0000262,TXN00000442,False,USR95504,MCH6810,2026-03-29 00:00:00,2026-04-08 00:00:00,2026-04-20 00:00:00,10.0,12.0,False,3270.0,False,Duplicate Debit,double debit,Suspicious high-value payment disputed by cust.,Resolved,Low,Email
CBK0001173,TXN00009905,False,USR98061,MCH4181,2026-02-08 01:36:40,2026-02-13 16:36:40,2026-03-05 16:36:40,5.625,20.0,False,2251.54,False,Other/Unclassified,FRAUD,Customer says amount was debited twice.,Resolved,Medium,App
CBK0000094,TXN00011368,False,USR24563,MCH8712,2026-03-04 00:00:00,2026-03-14 22:30:00,2026-03-20 22:30:57,10.9375,6.000659722222222,False,3661.74,False,Account Takeover / Unauthorized,ATO,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,Open,Medium,Call Center
CBK0001448,TXN00006897,False,USR81435,MCH9291,2026-01-01 14:21:00,2026-01-03 00:00:00,2026-01-31 00:00:00,1.4020833333333333,28.0,False,3386.1,False,Duplicate Debit,DUP_DEBIT,Customer complaint text unclear due to poor call center notes.,Pending Bank,Low,Call Center
CBK0000760,TXN00007966,False,USR83977,MCH8953,2026-03-11 00:00:00,2026-03-13 00:00:00,2026-03-20 00:00:00,2.0,7.0,False,529.0,False,Account Takeover / Unauthorized,not done by me,Suspicious high-value payment disputed by customer.,In Progress,Low,Call Center
CBK0000703,TXN00008400,False,USR58377,MCH6418,2026-02-08 00:00:00,2026-02-11 00:00:00,,3.0,,False,1939.11,False,Account Takeover / Unauthorized,Account Takeover,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Open,Low,App
CBK0000998,TXN00003928,False,USR14815,MCH1685,2026-01-15 00:00:00,2026-01-17 15:37:13,2026-01-24 00:00:00,2.650844907407407,6.349155092592593,False,3481.55,False,Duplicate Debit,double debit,Suspicious high-value payment disputed by customer.,In Progress,High,Email
CBK0000524,TXN00015049,False,USR87914,MCH2893,2026-01-19 00:00:00,2026-01-15 00:00:00,2026-02-01 00:00:00,-4.0,17.0,True,1148.57,False,Other/Unclassified,Fraud Suspected,merchant service was not delivered after payment.,In Progress,Medium,Email
CBK0002088,TXN00008054,False,USR62622,MCH9449,2026-02-18 13:04:00,2026-02-24 00:00:00,2026-03-22 07:04:00,5.455555555555556,26.294444444444444,False,1065.28,False,Account Takeover / Unauthorized,ATO,Complaint received after multiple failed attempts.,Open,Medium,Chatbot
CBK0000175,TXN00009098,False,USR33215,MCH3992,2026-01-04 00:23:38,2026-01-01 00:23:00,2026-01-28 00:00:00,-3.000439814814815,26.98402777777778,True,4947.89,False,Other/Unclassified,service failed,Payment made to unknown merchant as per customer statement.,Closed,Low,IVR
CBK0001782,TXN00014790,False,USR75856,MCH6661,2026-01-26 00:00:00,2026-01-27 06:56:34,,1.2892824074074074,,False,350.19,False,Account Takeover / Unauthorized,account hacked,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Rejected,Medium,Call Center
CBK0002042,TXN00004367,False,USR27533,MCH4473,2026-03-09 00:00:00,2026-04-24 16:40:44,2026-05-23 16:40:00,46.6949537037037,28.99949074074074,False,2126.85,False,Other/Unclassified,Service Not Provided,User claims account was compromised before transaction.,Resolved,High,App
CBK0001248,TXN00012952,False,USR21667,MCH2739,2026-02-02 08:39:00,2026-02-18 02:39:13,,15.750150462962964,,False,596.6,False,Item/Service Not Delivered,merchant service issue,Customer says transaction was not authorized.,Pending Bank,Low,Chatbot
CBK0000113,TXN00008131,False,USR37470,MCH4899,2026-03-27 23:37:00,2026-03-31 00:00:00,,3.015972222222222,,False,2367.83,False,Item/Service Not Delivered,not delivered,Suspicious high-value payment disputed by customer.,Resolved,Low,App
CBK0002399,TXN00015080,False,USR43847,MCH7901,2026-02-15 00:00:00,2026-02-16 00:00:00,2026-03-17 00:00:00,1.0,29.0,False,17242.91,False,Duplicate Debit,charged twice,Customer says transaction was not authorized.,Closed,Medium,Branch
CBK0002209,TXN00007219,False,USR48423,MCH2383,2026-02-21 00:00:00,2026-02-24 01:52:32,2026-03-01 00:00:00,3.078148148148148,4.9218518518518515,False,5143.78,False,Item/Service Not Delivered,no service,User reports money deducted but merchant denies receiving payment. call dropped,Resolved,Low,Chatbot
CBK0002339,TXN00002981,False,USR58082,MCH2266,2026-02-11 21:42:41,2026-02-13 19:42:41,,1.9166666666666667,,False,7275.81,False,General Complaint / Dispute,customer issue,Suspicious high-value payment disputed by cust.,Rejected,High,Call Center
CBK0002105,TXN00012640,False,USR96038,MCH7326,2026-02-19 00:00:00,2026-03-07 00:00:00,2026-03-17 04:15:00,16.0,10.177083333333334,False,3800.84,False,Duplicate Debit,charged twice,user reports money deducted but merchant denies receiving payment.,In Progress,Medium,Chatbot
CBK0001342,TXN00000213,False,USR40195,MCH3586,2026-02-17 07:41:15,2026-02-24 23:41:15,2026-03-09 00:00:00,7.666666666666667,12.013020833333334,False,658.27,False,General Complaint / Dispute,dispute raised,payment made to unknown merchant as per customer statement.,Closed,Medium,Branch
CBK0001528,TXN00007889,False,USR97360,MCH4970,2026-03-20 00:00:00,,2026-04-05 00:00:00,,,False,3625.88,False,Other/Unclassified,suspicious transaction,Customer says transaction was not authorized.,Pending Bank,Medium,IVR
CBK0000402,TXN00002200,False,USR69672,MCH6960,2026-02-09 08:40:20,2026-02-12 00:00:00,,2.6386574074074076,,False,3741.98,False,General Complaint / Dispute,customer issue,payment made to unknown merchant as per customer statement.,In Progress,Low,Call Center
CBK0000450,TXN00001983,False,USR22405,MCH9291,2026-03-01 22:52:22,2026-03-12 00:00:00,2026-03-23 00:00:00,10.046967592592592,11.0,False,1315.22,False,Account Takeover / Unauthorized,unauthorized_transaction,User claims account was compromised before transaction.,Closed,High,Branch
CBK0001041,TXN00010337,False,USR26761,MCH7733,2026-01-05 00:00:00,2026-01-13 08:17:17,2026-02-05 00:00:00,8.345335648148149,22.654664351851853,False,2203.0,False,Other/Unclassified,scam,Merchant service was not delivered after payment.,Pending Bank,Low,Chatbot
CBK0002340,TXN00012698,False,USR17047,MCH3815,2026-03-12 00:00:00,2026-03-14 00:00:00,2026-03-25 05:16:35,2.0,11.219849537037037,False,2283.53,False,Account Takeover / Unauthorized,login compromised,user reports money deducted but merchant denies receiving payment.,Pending Bank,High,Email
CBK0000771,TXN00009466,False,USR62254,MCH5885,2026-03-29 00:00:00,2026-04-01 00:20:18,2026-04-18 00:00:00,3.0140972222222224,16.985902777777778,False,11523.08,False,Item/Service Not Delivered,no service,Payment made to unknown merchant as per customer statement.,Pending Bank,Critical,Chatbot
CBK0001895,TXN00015855,False,USR98971,MCH6850,2026-01-20 00:00:00,2026-02-19 00:00:00,2026-03-15 22:42:00,30.0,24.945833333333333,False,3458.58,False,General Complaint / Dispute,dispute raised,User claims account was compromised before transaction.,Resolved,Medium,Branch
CBK0000241,TXN00009866,False,USR33877,MCH1509,2026-02-21 16:02:00,2026-02-23 00:00:00,2026-03-11 23:02:56,1.3319444444444444,16.96037037037037,False,6769.33,False,Amount Mismatch,Wrong Amount,Payment made to unknown merchant as per customer statement.,Resolved,Medium,IVR
CBK0001582,TXN00016057,False,USR78482,MCH9821,2026-01-18 01:06:00,2026-01-19 00:00:00,,0.9541666666666667,,False,3429.16,False,General Complaint / Dispute,complaint,Customer says amount was debited twice.,Closed,Medium,Chatbot
CBK0001799,TXN00012539,False,USR17980,MCH3700,2026-02-04 00:00:00,2026-02-05 00:00:00,2026-03-06 00:00:00,1.0,29.0,False,7039.0,False,General Complaint / Dispute,customer issue,merchant service was not delivered after payment.,Open,Low,IVR
CBK0002229,TXN00017286,False,USR53259,MCH9564,2026-01-27 00:00:00,2026-01-30 00:00:00,,3.0,,False,497.0,False,Other/Unclassified,Fraud Suspected,User says UPI PIN was not entered by them. urgent,Rejected,Medium,Email
CBK0002289,TXN00009795,False,USR13941,MCH2131,2026-03-20 09:34:19,2026-03-21 00:00:00,2026-04-11 00:00:00,0.6011689814814815,21.0,False,4846.0,False,Item/Service Not Delivered,delivery issue,User claims account was compromised before transaction.,Pending Bank,Medium,IVR
CBK0000465,TXN00003105,False,USR50434,MCH1786,2026-03-13 00:00:00,,2026-04-18 00:00:00,,,False,775.96,False,Amount Mismatch,Wrong Amount,User reports money deducted but merchant denies receiving payment.,In Progress,Medium,Call Center
CBK0001844,TXN00005723,False,USR27285,MCH8154,2026-02-06 09:43:00,2026-02-08 00:00:00,2026-02-15 00:00:00,1.5951388888888889,7.0,False,4655.0,False,Other/Unclassified,incorrect amount,Merchant service was not delivered after payment.,Resolved,Low,Email
CBK0002329,TXN00005401,False,USR58914,MCH9277,2026-02-01 11:50:12,2026-02-05 08:50:12,2026-03-07 08:50:12,3.875,30.0,False,14197.19,False,Account Takeover / Unauthorized,not done by me,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,Pending Bank,Low,Chatbot
CBK0000044,TXN00004903,False,USR49770,MCH4578,2026-02-26 00:00:00,2026-02-23 08:37:00,,-2.640972222222222,,True,639.26,False,Item/Service Not Delivered,delivery issue,Merchant service was not delivered after payment.,Pending Bank,Medium,Chatbot
CBK0000975,TXN00019717,False,USR22234,MCH4473,2026-02-18 00:00:00,2026-02-20 19:33:19,2026-03-06 00:00:00,2.8148032407407406,13.18519675925926,False,1122.85,False,General Complaint / Dispute,complaint,Payment made to unknown merchant as per customer statement.,Resolved,Low,IVR
CBK0002789,TXN00000255,False,USR59679,MCH6985,2026-01-06 00:00:00,2026-01-16 00:00:00,2026-01-27 15:04:00,10.0,11.627777777777778,False,2178.8,False,Duplicate Debit,Duplicate Debit,User says UPI PIN was not entered by them.,In Progress,Medium,Chatbot
CBK0000321,TXN00011096,False,USR32450,MCH5659,2026-02-21 13:51:00,2026-02-25 03:51:21,2026-03-20 00:00:00,3.583576388888889,22.83934027777778,False,825.0,False,General Complaint / Dispute,Customer Dispute,merchant service was not delivered after payment.,Rejected,Medium,IVR
CBK0000828,TXN00007187,False,USR27947,MCH4473,2026-03-07 00:00:00,,,,,False,361.6,False,Other/Unclassified,incorrect amount,Merchant service was not delivered after payment.,Resolved,Medium,Email
CBK0001671,TXN00001758,False,USR86472,MCH7728,2026-02-19 00:00:00,2026-02-22 04:14:22,,3.1766435185185187,,False,1416.0,False,Other/Unclassified,Service Not Provided,User claims account was compromised before transaction.,Open,Low,Chatbot
CBK0002146,TXN00004284,False,USR94012,MCH8613,2026-01-17 00:00:00,2026-01-23 13:44:23,2026-02-14 00:00:00,6.5724884259259255,21.427511574074074,False,3737.05,False,Duplicate Debit,Duplicate Debit,User claims account was compromised before transaction.,Rejected,Medium,Branch
CBK0002347,TXN00010961,False,USR55439,MCH7581,2026-02-13 00:00:00,2026-03-15 00:00:00,,30.0,,False,1126.18,False,Amount Mismatch,Wrong Amount,Customer says transaction was not authorized.,Rejected,Low,Branch
CBK0001197,TXN00006253,False,USR19220,MCH7286,2026-01-08 00:00:00,2026-01-10 00:00:00,2026-01-20 14:43:26,2.0,10.613495370370371,False,4952.0,False,General Complaint / Dispute,dispute raised,Complaint received after multiple failed attempts.,Rejected,Medium,Chatbot
CBK0001099,TXN00011289,False,USR94570,MCH4545,2026-01-30 04:49:00,2026-02-04 00:00:00,2026-02-28 00:00:00,4.799305555555556,24.0,False,305.0,False,Account Takeover / Unauthorized,Account Takeover,Payment made to unknown merchant as per customer statement.,Closed,Critical,IVR
CBK0002026,TXN00019737,False,USR27262,MCH4852,2026-01-13 00:00:00,2026-01-23 00:00:00,2026-02-11 19:25:13,10.0,19.809178240740742,False,174.11,False,Duplicate Debit,charged twice,Merchant service was not delivered after payment.,Resolved,Medium,IVR
CBK0000946,TXN00013141,False,USR22644,MCH9193,2026-01-26 00:00:00,2026-01-31 14:01:41,,5.584502314814815,,False,7638.7,False,Other/Unclassified,Fraud Suspected,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,In Progress,Critical,Email
CBK0002213,TXN00009870,False,USR79046,MCH8457,2026-01-02 00:00:00,2026-02-17 00:00:00,,46.0,,False,12334.0,False,Item/Service Not Delivered,Merchant Not Delivered,Merchant service was not delivered after payment.,In Progress,Medium,IVR
CBK0001137,TXN00015627,False,USR35882,MCH8913,2026-01-21 01:07:00,2026-01-21 00:00:00,2026-02-06 08:07:54,-0.04652777777777778,16.338819444444443,True,4853.7,False,General Complaint / Dispute,dispute raised,Customer says amount was debited twice.,Resolved,Medium,Chatbot
CBK0001147,TXN00002456,False,USR89588,MCH2614,2026-02-10 03:16:00,2026-02-12 00:00:00,2026-03-12 14:16:00,1.863888888888889,28.594444444444445,False,1805.23,False,Duplicate Debit,double debit,customer says amount was debited twice.,In Progress,Low,Chatbot
CBK0001095,TXN00015316,False,USR86750,MCH5980,2026-01-12 00:00:00,2026-01-13 00:00:00,2026-01-14 00:00:00,1.0,1.0,False,930.83,False,General Complaint / Dispute,dispute raised,Customer complaint text unclear due to poor call center notes.,Open,Medium,Branch
CBK0001838,TXN00014426,False,USR30157,MCH4526,2026-03-26 10:17:08,2026-04-06 04:17:08,2026-04-18 00:00:00,10.75,11.821435185185186,False,4193.52,False,Other/Unclassified,Service Not Provided,Merchant service was not delivered after payment. details missing,Open,Medium,Chatbot
CBK0000782,TXN00015086,False,USR58789,MCH6008,2026-02-05 00:00:00,2026-02-10 00:00:00,2026-03-03 00:00:00,5.0,21.0,False,1949.6,False,Amount Mismatch,extra amount deducted,User says UPI PIN was not entered by them.,In Progress,Medium,Chatbot
CBK0002663,TXN00009741,False,USR40631,MCH9584,2026-02-05 00:00:00,2026-02-06 00:00:00,2026-02-23 00:00:00,1.0,17.0,False,548.0,False,Other/Unclassified,service failed,Complaint received after multiple failed attempts. urgent,Closed,Low,Branch
CBK0001870,TXN00015944,False,USR24660,MCH1686,2026-01-09 00:00:00,2026-01-14 21:01:41,2026-01-26 00:00:00,5.876168981481482,11.12383101851852,False,1459.42,False,Item/Service Not Delivered,merchant service issue,Merchant service was not delivered after payment.,In Progress,Low,App
CBK0002465,TXN00017802,False,USR76148,MCH4534,2026-03-30 00:00:00,2026-04-01 00:00:00,2026-04-07 00:00:00,2.0,6.0,False,1303.05,False,Item/Service Not Delivered,no service,Suspicious high-value payment disputed by customer. pls check asap,Rejected,High,IVR
CBK0002082,TXN00004325,False,USR97580,MCH1127,2026-01-28 00:00:00,2026-02-01 00:00:00,2026-02-10 03:19:10,4.0,9.138310185185185,False,,True,Item/Service Not Delivered,Merchant Not Delivered,Customer says amount was debited twice.,Closed,Critical,IVR
CBK0002541,TXN00002822,False,USR11987,MCH3992,2026-03-18 10:04:06,2026-03-23 00:00:00,2026-03-30 00:00:00,4.580486111111111,7.0,False,,True,Other/Unclassified,UNAUTHORISED,User claims account was compromised before transaction.,Open,Medium,IVR
CBK0002366,TXN00012165,False,USR98915,MCH6399,2026-02-20 00:00:00,2026-02-20 00:00:00,2026-02-23 21:48:00,0.0,3.908333333333333,False,,True,Other/Unclassified,fraud,Customer says transaction was not authorized.,In Progress,Low,Call Center
CBK0000331,TXN00016055,False,USR61715,MCH2991,,2026-01-17 00:00:00,2026-02-06 14:40:17,,20.61130787037037,False,509.0,False,Other/Unclassified,Fraud Suspected,Payment made to unknown merchant as per customer statement.,Closed,High,Call Center
CBK0002794,TXN00018116,False,USR71316,MCH6194,,2026-02-05 00:00:00,2026-02-07 22:14:43,,2.926886574074074,False,1239.17,False,Duplicate Debit,double debit,Suspicious high-value payment disputed by customer.,Pending Bank,Low,IVR
CBK0000918,,True,USR24555,MCH7951,2026-01-04 12:35:38,2026-01-15 08:35:00,,10.83289351851852,,False,1207.12,False,Duplicate Debit,charged twice,complaint received after multiple failed attempts.,In Progress,High,IVR
CBK0001252,TXN00004709,False,USR59225,MCH8154,2026-01-21 02:55:00,2026-01-22 20:55:00,2026-01-30 00:00:00,1.75,7.128472222222222,False,,True,Amount Mismatch,Wrong Amount,user claims account was compromised before transaction.,Pending Bank,Low,App
CBK0000944,TXN00005837,False,USR50434,MCH6459,,2026-02-24 00:00:00,,,,False,438.11,False,Duplicate Debit,charged twice,Complaint received after multiple failed attempts.,Rejected,Low,Call Center
CBK0001228,TXN00005490,False,USR81497,MCH2383,2026-03-22 00:00:00,2026-03-25 00:00:00,2026-04-13 00:00:00,3.0,19.0,False,,True,Other/Unclassified,fraud,Customer says amount was debited twice.,Open,Medium,Branch
CBK0002189,TXN00001962,False,USR79577,MCH4590,2026-03-19 00:00:00,2026-03-24 13:53:58,2026-03-26 00:00:00,5.579143518518518,1.4208564814814815,False,,True,Item/Service Not Delivered,delivery issue,User reports money deducted but merchant denies receiving payment.,Resolved,Medium,Call Center
CBK0002374,TXN00005973,False,USR96482,MCH8041,,2026-02-07 00:00:00,2026-02-22 00:00:00,,15.0,False,10229.48,False,Account Takeover / Unauthorized,unauthorized_transaction,User claims account was compromised before transaction.,Pending Bank,Medium,App
CBK0001030,TXN00015761,False,USR84665,MCH9176,,2026-02-09 00:00:00,2026-02-15 00:00:00,,6.0,False,1091.95,False,Amount Mismatch,Wrong Amount,Customer complaint text unclear due to poor call center notes.,In Progress,Low,Branch
CBK0002690,TXN00005810,False,USR29306,MCH4473,2026-03-08 00:35:54,2026-03-15 00:00:00,2026-04-05 00:00:00,6.975069444444444,21.0,False,,True,Item/Service Not Delivered,not delivered,Customer says transaction was not authorized.,Closed,Medium,IVR
CBK0001903,TXN00010389,False,USR31084,MCH8801,2026-01-29 00:00:00,2026-01-31 00:00:00,2026-02-06 20:36:40,2.0,6.858796296296297,False,,True,Amount Mismatch,Wrong Amount,Merchant service was not delivered after payment.,Rejected,Low,Branch
CBK0000432,TXN94213,False,USR96958,MCH7286,2026-01-29 00:00:00,2026-02-01 00:00:00,2026-02-02 00:00:00,3.0,1.0,False,,True,Other/Unclassified,unauth txn,User reports money deducted but merchant denies receiving payment.,Resolved,High,Email
CBK0001596,TXN00002674,False,USR97070,MCH2065,,2026-01-17 00:00:00,2026-01-25 00:00:00,,8.0,False,1722.0,False,Other/Unclassified,FRAUD,Merchant service was not delivered after payment.,Closed,Medium,Call Center
CBK0002655,TXN00002868,False,USR13587,MCH8080,2026-02-20 23:55:00,2026-03-03 00:00:00,2026-03-13 00:55:24,10.003472222222221,10.038472222222222,False,,True,Other/Unclassified,service failed,User claims account was compromised before txn.,Pending Bank,High,IVR
CBK0001811,TXN00007437,False,USR22170,MCH2381,2026-02-14 00:00:00,2026-02-20 07:41:16,2026-03-02 00:00:00,6.320324074074074,9.679675925925926,False,,True,Account Takeover / Unauthorized,Account Takeover,Payment made to unknown merchant as per customer statement.,Pending Bank,Medium,Chatbot
CBK0001175,TXN61071,False,USR22543,MCH3116,2026-02-04 15:43:17,2026-02-10 00:00:00,2026-02-22 11:43:00,5.344942129629629,12.488194444444444,False,,True,General Complaint / Dispute,customer issue,customer says amount was debited twice.,In Progress,High,Chatbot
CBK0000294,TXN00019876,False,USR55690,MCH6739,,,2026-03-20 23:37:00,,,False,2134.32,False,Duplicate Debit,Duplicate Debit,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,Pending Bank,Low,IVR
CBK0002041,TXN00015934,False,USR69637,MCH2240,,2026-03-24 00:00:00,2026-04-17 00:00:00,,24.0,False,1508.23,False,General Complaint / Dispute,complaint,Customer complaint text unclear due to poor call center notes.,Closed,Medium,Chatbot
CBK0002585,TXN00018187,False,USR23937,MCH4560,2026-03-24 00:00:00,2026-03-27 00:00:00,2026-04-14 14:38:55,3.0,18.610358796296296,False,,True,Account Takeover / Unauthorized,ATO,Customer complaint text unclear due to poor call center notes.,Resolved,Medium,Chatbot
CBK0001525,TXN00004103,False,USR18453,MCH7793,,2026-01-28 00:00:00,2026-02-01 00:00:00,,4.0,False,4864.83,False,Account Takeover / Unauthorized,ATO,User claims account was compromised before transaction.,Closed,Medium,Email
